date,nav
2016-09-30,1.0720630243817253
2016-10-03,1.0977428104900502
2016-10-04,1.105232990040239
2016-10-05,1.1053533076640665
2016-10-06,1.1065858226578826
2016-10-07,1.1016342403681314
2016-10-10,1.101545781366491
2016-10-13,1.0960721562157998
2016-10-14,1.1003065120305935
2016-10-17,1.0940875360421367
2016-10-18,1.103506187952828
2016-10-19,1.0979157911960689
2016-10-20,1.0979639341336929
2016-10-21,1.1041756976825772
2016-10-24,1.1004213470737125
2016-10-25,1.099799214076783
2016-10-26,1.0979556485940896
2016-10-27,1.0874796686283446
2016-10-28,1.099483665049478
2016-11-01,1.101306626587806
2016-11-02,1.0900012974718332
2016-11-03,1.0824948069428955
2016-11-04,1.0705009379145474
2016-11-07,1.0722545561172068
2016-11-08,1.0727925739611668
2016-11-09,1.0553231045568001
2016-11-10,1.0602231238921447
2016-11-11,1.0216632683620699
2016-11-15,0.9816952395383203
2016-11-16,0.9800700794293066
2016-11-17,0.9770048381068215
2016-11-18,0.9834789806635762
2016-11-21,0.9588450496593067
2016-11-22,0.965412906020979
2016-11-23,0.9769369066729918
2016-11-24,0.9808486557400591
2016-11-25,0.9942724391389681
2016-11-28,0.9997549567341706
2016-11-29,1.0080819482277588
2016-11-30,1.0133581103926386
2016-12-01,1.0079639968800302
2016-12-02,0.9936429148575149
2016-12-05,0.998311082336102
2016-12-06,1.0001721485318482
2016-12-07,1.0027345328599322
2016-12-08,1.021057827401413
2016-12-09,1.0209525930351613
2016-12-12,1.002261446264924
2016-12-13,0.998043865615413
2016-12-14,0.988719422183305
2016-12-15,0.9908900999260128
2016-12-16,0.9870661459062833
2016-12-19,0.9827081767925373
2016-12-20,0.9698828370018663
2016-12-21,0.9682666097958993
2016-12-22,0.9574802625504931
2016-12-23,0.9600767751450634
2016-12-26,0.9387455099952524
2016-12-27,0.9559592758155501
2016-12-28,0.9631733469828069
2016-12-29,0.9773085215961849
2016-12-30,0.9914254236704473
2017-01-02,0.9938078439240032
2017-01-03,0.9996346181439297
2017-01-04,1.00386094161433
2017-01-05,1.0210823704768224
2017-01-06,1.0209676409841617
2017-01-09,1.0267931699826032
2017-01-10,1.0307768393122083
2017-01-11,1.0478414444452528
2017-01-12,1.0541517309803115
2017-01-13,1.0494904938438794
2017-01-16,1.0567358413562404
2017-01-17,1.0597755540271747
2017-01-18,1.0648943822174297
2017-01-19,1.069646535632568
2017-01-20,1.0588084571998793
2017-01-23,1.0678505375561491
2017-01-24,1.081746172887228
2017-01-25,1.1013302388393156
2017-01-27,1.1050506351538023
2017-01-30,1.098625866439521
2017-01-31,1.0884057251245667
2017-02-01,1.1159357077068448
2017-02-02,1.1231413778355885
2017-02-03,1.1290392465403818
2017-02-06,1.138197486643443
2017-02-07,1.1419404337609234
2017-02-08,1.148866623127196
2017-02-09,1.1505515249909881
2017-02-10,1.1533544747292608
2017-02-13,1.1517428578446423
2017-02-14,1.145603740782273
2017-02-15,1.131239219389861
2017-02-16,1.1468245118868865
2017-02-17,1.1516472802786644
2017-02-20,1.153051109287644
2017-02-21,1.159384502309427
2017-02-22,1.1558749389539247
2017-02-23,1.158585766259789
2017-02-27,1.1599492738832222
2017-02-28,1.1641944852026969
2017-03-01,1.1665895120406626
2017-03-02,1.153660614912096
2017-03-03,1.1586554011461718
2017-03-06,1.1661966324385977
2017-03-07,1.1706346408687918
2017-03-08,1.1649419080279593
2017-03-09,1.1656424806316754
2017-03-10,1.164666652755606
2017-03-14,1.181295314641089
2017-03-15,1.1880568855220726
2017-03-16,1.2030293346027123
2017-03-17,1.204350824698723
2017-03-20,1.2048950838272694
2017-03-21,1.2048974785568276
2017-03-22,1.1902826254389542
2017-03-23,1.2037617591762748
2017-03-24,1.2046611220113361
2017-03-27,1.2064031372369473
2017-03-28,1.210063921519698
2017-03-29,1.2140282857199154
2017-03-30,1.2178621507348508
2017-03-31,1.22528550179826
2017-04-03,1.2290067328640735
2017-04-05,1.2333484433163235
2017-04-06,1.2309846912793585
2017-04-07,1.224840803915574
2017-04-10,1.2321454061326815
2017-04-11,1.2418213803320544
2017-04-12,1.2464867021049082
2017-04-13,1.2409379135228353
2017-04-17,1.244660405785183
2017-04-18,1.2400131529347969
2017-04-19,1.2455356010023946
2017-04-20,1.2516650680620947
2017-04-21,1.2539810360885184
2017-04-24,1.2611261128983762
2017-04-25,1.2784813363537106
2017-04-26,1.2795456129181866
2017-04-27,1.2799542756791864
2017-04-28,1.2812082911415876
2017-05-02,1.2951350885575745
2017-05-03,1.2917759837731608
2017-05-04,1.3005771435034188
2017-05-05,1.2907600560817372
2017-05-08,1.299625623746857
2017-05-09,1.2948620899290242
2017-05-10,1.3090844485584296
2017-05-11,1.3152235717770024
2017-05-12,1.3076401744635775
2017-05-15,1.3194126333664287
2017-05-16,1.328378507167581
2017-05-17,1.324219730363217
2017-05-18,1.2999918289581733
2017-05-19,1.290079151064315
2017-05-22,1.2787820806877026
2017-05-23,1.2598379884957303
2017-05-24,1.2516122413352524
2017-05-25,1.278647649088587
2017-05-26,1.3059560764217921
2017-05-29,1.3021009045114547
2017-05-30,1.3055655934206565
2017-05-31,1.3179835216007445
2017-06-01,1.336697517281402
2017-06-02,1.3473735780688192
2017-06-05,1.3535971773005326
2017-06-06,1.3452718544334874
2017-06-07,1.3514797377721923
2017-06-08,1.3564772480460157
2017-06-09,1.3652568511065364
2017-06-12,1.3544598977447213
2017-06-13,1.3566384127467028
2017-06-14,1.3613412186829768
2017-06-15,1.369312739978833
2017-06-16,1.3770118631117871
2017-06-19,1.3740539410808925
2017-06-20,1.3787362601762763
2017-06-21,1.3778552902957533
2017-06-22,1.3642152291305842
2017-06-23,1.3417391881799
2017-06-27,1.3182568393807717
2017-06-28,1.3289524481518413
2017-06-29,1.3345660000898634
2017-06-30,1.3356205243680468
2017-07-03,1.3466185436500195
2017-07-04,1.3413924679818667
2017-07-05,1.3482084871937623
2017-07-06,1.3559300522147995
2017-07-07,1.3492898069611938
2017-07-10,1.3614859036809863
2017-07-11,1.3521020578308298
2017-07-12,1.3652892228356965
2017-07-13,1.3724851939579035
2017-07-14,1.3765968677542513
2017-07-17,1.3711771678106037
2017-07-18,1.3619152316490415
2017-07-19,1.3784508726419795
2017-07-20,1.3749200944868092
2017-07-21,1.3715283908404683
2017-07-24,1.378210988005002
2017-07-25,1.3934674305392738
2017-07-26,1.395927571636849
2017-07-27,1.390415254753926
2017-07-28,1.4043986741450474
2017-07-31,1.414680424246685
2017-08-01,1.413193886685423
2017-08-02,1.4202724264868685
2017-08-03,1.401039105230692
2017-08-04,1.4115411171598542
2017-08-07,1.4246201499760096
2017-08-08,1.4027542979942411
2017-08-09,1.3825782640778035
2017-08-10,1.344371613593677
2017-08-11,1.3469694919724449
2017-08-14,1.3783359113237201
2017-08-16,1.3980827327674192
2017-08-17,1.3993326838526647
2017-08-18,1.3904510391785245
2017-08-21,1.3735085746196483
2017-08-22,1.366093869728919
2017-08-23,1.3892658980597543
2017-08-24,1.3964439287801247
2017-08-28,1.4124343755171043
2017-08-29,1.405070118974931
2017-08-30,1.4229633148311498
2017-08-31,1.4322222927299777
2017-09-01,1.4432020516010169
2017-09-04,1.4292457259136688
2017-09-05,1.4409789612477166
2017-09-06,1.4390035803082233
2017-09-07,1.4461753581455576
2017-09-08,1.4388223797820567
2017-09-11,1.4648679860162688
2017-09-12,1.4699842740636226
2017-09-13,1.4592511029096435
2017-09-14,1.4601432662222635
2017-09-15,1.4617062772230514
2017-09-18,1.477437698299402
2017-09-19,1.4830147359562864
2017-09-20,1.475476975229598
2017-09-21,1.4758884263795486
2017-09-22,1.4388182786984152
2017-09-25,1.4124785887599052
2017-09-26,1.419599137742079
2017-09-27,1.3941970021370511
2017-09-28,1.402892265790158
2017-09-29,1.4191477169614346
2017-10-03,1.429941550744067
2017-10-04,1.4422431780919869
2017-10-05,1.4434278809232224
2017-10-06,1.4637541979692699
2017-10-09,1.4621449483805813
2017-10-10,1.4786285693748034
2017-10-11,1.469725489312683
2017-10-12,1.4782299154106708
2017-10-13,1.4798032616671577
2017-10-16,1.4874930183970094
2017-10-17,1.4963293063908913
2017-10-18,1.4917813018484498
2017-10-19,1.4792941088248897
2017-10-23,1.4878194664527096
2017-10-24,1.4892518490672353
2017-10-25,1.4830356059206442
2017-10-26,1.48799178466266
2017-10-27,1.479429775046704
2017-10-30,1.501553199847435
2017-10-31,1.4963523045273808
2017-11-01,1.4998796868525484
2017-11-02,1.5001992873542929
2017-11-03,1.5125987145984463
2017-11-06,1.5109372452696754
2017-11-07,1.4936840173769128
2017-11-08,1.4826188469093657
2017-11-09,1.498843654861805
2017-11-10,1.4976032366363783
2017-11-13,1.4988482221554997
2017-11-14,1.4926187504562034
2017-11-15,1.480647392457472
2017-11-16,1.4984362075241893
2017-11-17,1.5118577977493142
2017-11-20,1.512456716729769
2017-11-21,1.5052950712015023
2017-11-22,1.5022419418688793
2017-11-23,1.5036318355408207
2017-11-24,1.5044417887667878
2017-11-27,1.507956793503059
2017-11-28,1.508750940391751
2017-11-29,1.500847727788276
2017-11-30,1.4950737077767566
2017-12-01,1.4730885918756773
2017-12-04,1.456556467965572
2017-12-05,1.4605689148545689
2017-12-06,1.4460155115096527
2017-12-07,1.4696601449225528
2017-12-08,1.482934759206283
2017-12-11,1.481174405227733
2017-12-12,1.4753666501413711
2017-12-13,1.4658919893917384
2017-12-14,1.46113284270779
2017-12-15,1.491778156263242
2017-12-18,1.5048743022527193
2017-12-19,1.5239333000310795
2017-12-20,1.5291094131346687
2017-12-21,1.5418309487433604
2017-12-22,1.542138472872796
2017-12-26,1.5445239226992746
2017-12-27,1.5394371104029978
2017-12-28,1.538030091776001
2017-12-29,1.5405107718314244
2018-01-01,1.5319896478648654
2018-01-02,1.5228582656896459
2018-01-03,1.5276688919524404
2018-01-04,1.542391357358688
2018-01-05,1.5606748055870703
2018-01-08,1.574435073760808
2018-01-09,1.5731855294540005
2018-01-10,1.5719315027309846
2018-01-11,1.573324050934317
2018-01-12,1.5754050881688473
2018-01-15,1.5665996223060394
2018-01-16,1.525084855294985
2018-01-17,1.5332712154400554
2018-01-18,1.5082674439712935
2018-01-19,1.5269262190074786
2018-01-22,1.542269599851405
2018-01-23,1.550468042221324
2018-01-24,1.5370663905277628
2018-01-25,1.5172126604781375
2018-01-29,1.5063331082897806
2018-01-30,1.500913237889612
2018-01-31,1.5042970699866594
2018-02-01,1.5100685566805447
2018-02-02,1.4563838215327904
2018-02-05,1.4490590242740031
2018-02-06,1.427671728927284
2018-02-07,1.4421020206418975
2018-02-08,1.4723510760465606
2018-02-09,1.4678608359510188
2018-02-12,1.4870111268126638
2018-02-14,1.488130389225793
2018-02-15,1.4775541628396271
2018-02-16,1.461232676398174
2018-02-19,1.4385931803657834
2018-02-20,1.4334760915022142
2018-02-21,1.4410667127431187
2018-02-22,1.4420515630782293
2018-02-23,1.464589296653732
2018-02-26,1.4835603102004895
2018-02-27,1.4845025518364257
2018-02-28,1.4885311663327025
2018-03-01,1.4819163322804343
2018-03-05,1.4638038860144311
2018-03-06,1.452102395521862
2018-03-07,1.4277739826898008
2018-03-08,1.430269611822835
2018-03-09,1.428699651967542
2018-03-12,1.4387828128425528
2018-03-13,1.457062424673704
2018-03-14,1.4503487386117218
2018-03-15,1.4519293966718476
2018-03-16,1.4357003266107307
2018-03-19,1.4097269171080968
2018-03-20,1.4059008913935216
2018-03-21,1.4078949486236054
2018-03-22,1.400097425513133
2018-03-23,1.3841784066470078
2018-03-26,1.3971453191090186
2018-03-27,1.4131382319824948
2018-03-28,1.4169909866261574
2018-04-02,1.438854473183993
2018-04-03,1.4606901891068413
2018-04-04,1.4474166864024565
2018-04-05,1.4789455154019155
2018-04-06,1.4890306338601638
2018-04-09,1.4958186629749508
2018-04-10,1.493571974395437
2018-04-11,1.4927159141323683
2018-04-12,1.4962514901822688
2018-04-13,1.4980733696309159
2018-04-16,1.5017672882231
2018-04-17,1.5114321590489785
2018-04-18,1.5022937157027159
2018-04-19,1.5044601336022778
2018-04-20,1.4939365943523857
2018-04-23,1.5101734808413674
2018-04-24,1.4981779053152824
2018-04-25,1.485175194811813
2018-04-26,1.488524857096793
2018-04-27,1.5043295423693481
2018-04-30,1.5135502719560145
2018-05-02,1.4950838745426696
2018-05-03,1.4820946495665355
2018-05-04,1.482029023499794
2018-05-07,1.4941464051394124
2018-05-08,1.4938075517266134
2018-05-09,1.4898835059862385
2018-05-10,1.469102771333131
2018-05-11,1.4728599848140522
2018-05-14,1.466765474469991
2018-05-15,1.457179305751386
2018-05-16,1.4630835023559192
2018-05-17,1.4717804779706813
2018-05-18,1.455898206854547
2018-05-21,1.4224801643828786
2018-05-22,1.431486276367821
2018-05-23,1.421293845008243
2018-05-24,1.4105824456330822
2018-05-25,1.4334040775109242
2018-05-28,1.453552986439205
2018-05-29,1.4524686222417946
2018-05-30,1.4544008451522878
2018-05-31,1.4516059047535956
2018-06-01,1.4334081672837944
2018-06-04,1.4180426237392747
2018-06-05,1.3926710319044926
2018-06-06,1.4132189473381074
2018-06-07,1.4243282065832912
2018-06-08,1.4305826092266585
2018-06-11,1.4331903835272692
2018-06-12,1.4430471570335912
2018-06-13,1.4408384574209945
2018-06-14,1.447910610003122
2018-06-15,1.4404648133194746
2018-06-18,1.4416980560439123
2018-06-19,1.425626129936225
2018-06-20,1.4343276597569408
2018-06-21,1.4327720162655524
2018-06-22,1.4402626641707335
2018-06-25,1.429815875780128
2018-06-26,1.4268135531862682
2018-06-27,1.4178889150449756
2018-06-28,1.3882446957995118
2018-06-29,1.4070746328079242
2018-07-02,1.401973249206077
2018-07-03,1.4107385039323705
2018-07-04,1.4184900678840462
2018-07-05,1.4080681228407712
2018-07-06,1.4227576689914625
2018-07-09,1.436323873759808
2018-07-10,1.4415074375662673
2018-07-11,1.43779095305468
2018-07-12,1.4349722936382436
2018-07-13,1.4257164313361799
2018-07-16,1.4000338897738835
2018-07-17,1.4167083077758535
2018-07-18,1.3951543738958165
2018-07-19,1.3917292763986555
2018-07-20,1.406860571725814
2018-07-23,1.4230475719430078
2018-07-24,1.4483633255536768
2018-07-25,1.4508508078295377
2018-07-26,1.454797118330064
2018-07-27,1.466461283059686
2018-07-30,1.4685688800446213
2018-07-31,1.486500185567305
2018-08-01,1.5045895520541177
2018-08-02,1.50040944304237
2018-08-03,1.5210423193819205
2018-08-06,1.518108403894857
2018-08-07,1.5218882884193659
2018-08-08,1.5273567823650702
2018-08-09,1.5395364744539053
2018-08-10,1.534642208683487
2018-08-13,1.5415235229302495
2018-08-14,1.5667203011693442
2018-08-16,1.5678915490553333
2018-08-17,1.582484040020542
2018-08-20,1.5953020426798121
2018-08-21,1.5933289581113894
2018-08-23,1.6119200215306908
2018-08-24,1.595472004173969
2018-08-27,1.613996727935821
2018-08-28,1.621500812744299
2018-08-29,1.620075857337339
2018-08-30,1.6215955491469773
2018-08-31,1.6218190469554306
2018-09-03,1.6078795616836432
2018-09-04,1.5654473093242631
2018-09-05,1.5553988988719936
2018-09-06,1.5663159549764227
2018-09-07,1.5791606808683654
2018-09-10,1.5512938655381603
2018-09-11,1.5388086219522952
2018-09-12,1.5483937150402787
2018-09-14,1.5628304097011205
2018-09-17,1.549438180681023
2018-09-18,1.5395139619715843
2018-09-19,1.5176016117926234
2018-09-21,1.4991454496439978
2018-09-24,1.4589326210280786
2018-09-25,1.4724660982943396
2018-09-26,1.4799733571417877
2018-09-27,1.4625152462706361
2018-09-28,1.4444122230516794
2018-10-01,1.4487260122994998
2018-10-03,1.4250875903649876
2018-10-04,1.3851739767674995
2018-10-05,1.3459700572061966
2018-10-08,1.3152326753140857
2018-10-09,1.303721821795515
2018-10-10,1.3522361598020836
2018-10-11,1.3114557880184035
2018-10-12,1.3416761957598533
2018-10-15,1.3496027414556269
2018-10-16,1.3679738259229526
2018-10-17,1.3459602876822714
2018-10-19,1.3375667025257008
2018-10-22,1.3182889815379688
2018-10-23,1.3015148227485163
2018-10-24,1.3173128628688968
2018-10-25,1.2961397744409617
2018-10-26,1.2961307193412364
2018-10-29,1.3251986405490974
2018-10-30,1.327281554761721
2018-10-31,1.3495397127773
2018-11-01,1.3549694047808976
2018-11-02,1.3677904896624093
2018-11-05,1.359550019903293
2018-11-06,1.3456462396155708
2018-11-07,1.355015555705854
2018-11-09,1.3614949757859665
2018-11-12,1.3576026020108056
2018-11-13,1.357810519117094
2018-11-14,1.3547035323432408
2018-11-15,1.3572627325859634
2018-11-16,1.3536914454508564
2018-11-19,1.3657568623557133
2018-11-20,1.3493162111446064
2018-11-21,1.3591367589613597
2018-11-22,1.3500608345412015
2018-11-26,1.3577897083704367
2018-11-27,1.3569832837735474
2018-11-28,1.3544099915225973
2018-11-29,1.3628031046840405
2018-11-30,1.3796976318614709
2018-12-03,1.3901521679403595
2018-12-04,1.3941971514669698
2018-12-05,1.382630008480813
2018-12-06,1.3573239513356192
2018-12-07,1.3636980635394427
2018-12-10,1.3430581525829757
2018-12-11,1.3654224451263266
2018-12-12,1.3992113598295532
2018-12-13,1.4043638772986478
2018-12-14,1.4134938467554912
2018-12-17,1.4141053892225848
2018-12-18,1.4183087448126934
2018-12-19,1.4275488131503038
2018-12-20,1.421267966250083
2018-12-21,1.4001574643438583
2018-12-24,1.3839188955630166
2018-12-26,1.380950664133979
2018-12-27,1.3923426031282435
2018-12-28,1.405247267235315
2018-12-31,1.4135214158530907
2019-01-01,1.407961662037189
2019-01-02,1.3949340968900334
2019-01-03,1.38248346134682
2019-01-04,1.376997741502065
2019-01-07,1.378534976635702
2019-01-08,1.3811011522960348
2019-01-09,1.3871800531140377
2019-01-10,1.3947999230863257
2019-01-11,1.3949476859267835
2019-01-14,1.3919959810989448
2019-01-15,1.39650340125403
2019-01-16,1.3893878786027778
2019-01-17,1.3926267394195349
2019-01-18,1.384820648946168
2019-01-21,1.389671837683359
2019-01-22,1.3953817837635898
2019-01-23,1.3924635663275926
2019-01-24,1.3950582126993711
2019-01-25,1.3851175627978738
2019-01-28,1.3677121458009944
2019-01-29,1.3703407657522904
2019-01-30,1.379813978124727
2019-01-31,1.3890366977147097
2019-02-01,1.407223489008422
2019-02-04,1.40058924867066
2019-02-05,1.3992518438234998
2019-02-06,1.4011434274592625
2019-02-07,1.4105149568682156
2019-02-08,1.3982183017822514
2019-02-11,1.3828948346719063
2019-02-12,1.3847652244211046
2019-02-14,1.3795932860232132
2019-02-15,1.356607349555568
2019-02-18,1.3461139970528329
2019-02-19,1.344939597152965
2019-02-20,1.3509160888686935
2019-02-21,1.3597691722725058
2019-02-22,1.3698717681226795
2019-02-25,1.375240775269824
2019-02-26,1.3705895357672266
2019-02-27,1.3802326602690178
2019-02-28,1.3897960372173233
2019-03-01,1.3977030587000068
2019-03-05,1.4069237086990518
2019-03-06,1.4030629578189395
2019-03-07,1.399005352067925
2019-03-08,1.4071695377209235
2019-03-11,1.4210247341923736
2019-03-12,1.435864008324893
2019-03-13,1.4238687360982962
2019-03-14,1.41135194896072
2019-03-15,1.409880469374684
2019-03-18,1.4069702463964622
2019-03-19,1.4117570537318513
2019-03-20,1.4124481941730658
2019-03-22,1.4094369207119741
2019-03-25,1.3953904053261472
2019-03-26,1.4127802568630856
2019-03-27,1.40412746486171
2019-03-28,1.4155587754501082
2019-04-01,1.427854654221316
2019-04-02,1.4246229996090516
2019-04-03,1.4191652215166624
2019-04-04,1.419593816882014
2019-04-05,1.4205304379804227
2019-04-08,1.4189132928537114
2019-04-09,1.426180688826023
2019-04-10,1.4296570031780926
2019-04-11,1.4304738370113115
2019-04-12,1.43087042527377
2019-04-15,1.4424361180122076
2019-04-16,1.447907645304953
2019-04-18,1.4404043697622548
2019-04-22,1.4280889953355145
2019-04-23,1.4321168166782416
2019-04-24,1.4356807478187277
2019-04-25,1.4307993372876215
2019-04-26,1.426454326371785
2019-04-30,1.4204663595632876
2019-05-02,1.4051607323404272
2019-05-03,1.3941205653182516
2019-05-06,1.380214178068129
2019-05-07,1.3745445796398208
2019-05-08,1.361395326335621
2019-05-09,1.3633534361345059
2019-05-10,1.3642784061450242
2019-05-13,1.353303092636068
2019-05-14,1.3547221233390372
2019-05-15,1.3520600925536463
2019-05-16,1.349797995304352
2019-05-17,1.367928386200845
2019-05-20,1.3894050978542452
2019-05-21,1.3867958377836402
2019-05-22,1.3910763263835235
2019-05-23,1.3847259343435323
2019-05-24,1.4046028071241208
2019-05-27,1.402613138075923
2019-05-28,1.4010852630796824
2019-05-29,1.395129946560315
2019-05-30,1.3951189955322651
2019-05-31,1.402974912286011
2019-06-03,1.4209871740175295
2019-06-04,1.4200581246096056
2019-06-06,1.399701732361916
2019-06-07,1.4026447226619283
2019-06-10,1.409503785808784
2019-06-11,1.4156244317734128
2019-06-12,1.4061564216486502
2019-06-13,1.4058943397615329
2019-06-14,1.3963322247180345
2019-06-17,1.3832790517315166
2019-06-18,1.3774950697735708
2019-06-19,1.369344912057073
2019-06-20,1.3722227883695552
2019-06-21,1.3758017703956507
2019-06-24,1.3795177403756538
2019-06-25,1.3750745688819204
2019-06-26,1.384194733834044
2019-06-27,1.3864165002839712
2019-06-28,1.3827982507126984
2019-07-01,1.3885588966313729
2019-07-02,1.394223084691213
2019-07-03,1.3945556231669385
2019-07-04,1.4010089161242665
2019-07-05,1.386954806113144
2019-07-08,1.3621888023750934
2019-07-09,1.3620084908730532
2019-07-10,1.3564287007986215
2019-07-11,1.3569456228659311
2019-07-12,1.3573896481179761
2019-07-15,1.3578703749375394
2019-07-16,1.369728904124649
2019-07-17,1.3732630248614879
2019-07-18,1.3684631617274483
2019-07-19,1.3490295859001054
2019-07-22,1.3445513971751422
2019-07-23,1.3477780390937313
2019-07-24,1.331267814104359
2019-07-25,1.3374068069157774
2019-07-26,1.3482282739195022
2019-07-29,1.340877198901176
2019-07-30,1.3278969191126146
2019-07-31,1.3458457019792758
2019-08-01,1.330683261099541
2019-08-02,1.3349460187469961
2019-08-05,1.324147010001612
2019-08-06,1.33570756688263
2019-08-07,1.3359778858043934
2019-08-08,1.3549244797737274
2019-08-09,1.3582024339373742
2019-08-13,1.3459903613055613
2019-08-14,1.3521040484320719
2019-08-16,1.3500596085674312
2019-08-19,1.3544272232428136
2019-08-20,1.349722247056765
2019-08-21,1.3333523480957712
2019-08-22,1.3293051408489582
2019-08-23,1.3363078306704335
2019-08-26,1.3525869062163771
2019-08-27,1.3667208120153327
2019-08-28,1.3686710316551123
2019-08-29,1.37196140994521
2019-08-30,1.3888402419961159
2019-09-03,1.364296062840708
2019-09-04,1.3588915255401888
2019-09-05,1.3707744585530173
2019-09-06,1.3785179066409825
2019-09-09,1.3906495857971153
2019-09-11,1.384383330696306
2019-09-12,1.3804778402572124
2019-09-13,1.3886398811056373
2019-09-16,1.390344115940975
2019-09-17,1.3774331011023635
2019-09-18,1.3839368305434248
2019-09-19,1.372254895091602
2019-09-20,1.4262994804759104
2019-09-23,1.4538973917062377
2019-09-24,1.4606557963963656
2019-09-25,1.439643706719802
2019-09-26,1.4451774950934693
2019-09-27,1.4457258489780775
2019-09-30,1.4416744292260366
2019-10-01,1.4231247275201704
2019-10-03,1.4198812279640116
2019-10-04,1.3959661973108553
2019-10-07,1.3753853393562678
2019-10-09,1.3936132229880325
2019-10-10,1.3903533800960077
2019-10-11,1.3970125364228339
2019-10-14,1.4109180445293652
2019-10-15,1.4174355731142223
2019-10-16,1.413238863665991
2019-10-17,1.436419022208028
2019-10-18,1.445383886286215
2019-10-22,1.4493367251522515
2019-10-23,1.454724463124336
2019-10-24,1.457711155128784
2019-10-25,1.4533477478190526
2019-10-27,1.4654806738462023
2019-10-29,1.459447870975183
2019-10-30,1.4633681742678335
2019-10-31,1.4772896001449414
2019-11-01,1.4751963400830344
2019-11-04,1.4734178821104693
2019-11-05,1.4720209916113542
2019-11-06,1.4673145024286078
2019-11-07,1.476290224991039
2019-11-08,1.461550611657757
2019-11-11,1.4650655467600457
2019-11-13,1.451929709199696
2019-11-14,1.4443916047831962
2019-11-15,1.4519314719484138
2019-11-18,1.455053286835097
2019-11-19,1.4521958956141854
2019-11-20,1.4661396320365183
2019-11-21,1.4550890819096045
2019-11-22,1.4457129433419817
2019-11-25,1.4640510084048581
2019-11-26,1.4566744905358084
2019-11-27,1.4687510010411104
2019-11-28,1.4777094903415635
2019-11-29,1.4706218447766093
2019-12-02,1.4655187142859047
2019-12-03,1.4713369879321263
2019-12-04,1.469724549259346
2019-12-05,1.4630247226448085
2019-12-06,1.4559043172275095
2019-12-09,1.4522030938116592
2019-12-10,1.4381378389604438
2019-12-11,1.4461294617465208
2019-12-12,1.4529574012091453
2019-12-13,1.4610642947088535
2019-12-16,1.4580724832120922
2019-12-17,1.4612162962847204
2019-12-18,1.4651222240925417
2019-12-19,1.4681005308923547
2019-12-20,1.4765418909245616
2019-12-23,1.4804573376228012
2019-12-24,1.4746789764036743
2019-12-26,1.471967375664155
2019-12-27,1.4772919300896565
2019-12-30,1.4770881172819468
2019-12-31,1.4741244073244755
2020-01-01,1.4764361566253505
2020-01-02,1.472089774778436
2020-01-03,1.4737771469515961
2020-01-06,1.446374900246846
